relative_path,status,v0_4_2_bytes,v0_4_2_sha256,v0_4_3_bytes,v0_4_3_sha256
01_raw_data/world_bank/WB_GDP_CURRENT_USD.xls,UNCHANGED,398336.0,4bd127c714ae910f11a212092e4f51631273c679f96c7f18c3976932efd53339,398336,4bd127c714ae910f11a212092e4f51631273c679f96c7f18c3976932efd53339
01_raw_data/world_bank/WB_GDP_GROWTH_ANNUAL_PCT.xls,UNCHANGED,393216.0,380d1543572316326ec6c2f6d092c439d9341214bed5cb26e13278880bb88d96,393216,380d1543572316326ec6c2f6d092c439d9341214bed5cb26e13278880bb88d96
01_raw_data/world_bank/WB_INFLATION_CPI_ANNUAL_PCT.xls,UNCHANGED,342016.0,b103fb711abe064d4ac96120985d1a91135ea700f7eff069d84334350b53f68f,342016,b103fb711abe064d4ac96120985d1a91135ea700f7eff069d84334350b53f68f
01_raw_data/world_bank/WB_OIL_RENTS_GDP_PCT.xls,UNCHANGED,285184.0,029840736cbe5f56e03a55e4fb401fea4303c8dfe457853d17bd07d0dd830c4e,285184,029840736cbe5f56e03a55e4fb401fea4303c8dfe457853d17bd07d0dd830c4e
01_raw_data/world_bank/WB_POPULATION_TOTAL.xls,UNCHANGED,262656.0,24bfc549cdc893b74777c3b89f95cdfc6ef546666ff8317e53a150a3a227a7cd,262656,24bfc549cdc893b74777c3b89f95cdfc6ef546666ff8317e53a150a3a227a7cd
01_raw_data/world_bank/WB_TRADE_GDP_PCT.xls,UNCHANGED,337408.0,9486bb4234860721fd2ca5d405337382870ed5f660fcc092e58b03584c3234fb,337408,9486bb4234860721fd2ca5d405337382870ed5f660fcc092e58b03584c3234fb
01_raw_data/world_bank/WGI_2025_Governance_Estimates_and_Scores.xlsx,UNCHANGED,10423344.0,25a2f9eabb90b0092973392c0b31571aa58b691cc5786292e504b52f693e1eb8,10423344,25a2f9eabb90b0092973392c0b31571aa58b691cc5786292e504b52f693e1eb8
02_forensic_archive/BROKEN_WDI_RQ_EXPORT_DO_NOT_USE.xls,UNCHANGED,229376.0,e3b1864e95e6705466c206490954aa614d8b8b8303165ee92fa9a74e2c86de5e,229376,e3b1864e95e6705466c206490954aa614d8b8b8303165ee92fa9a74e2c86de5e
02_forensic_archive/LEGACY_INVESTMENT_SIGNAL_AUDIT_OIL_UPGRADED.csv,UNCHANGED,5942065.0,a01eed4d6a272170902cc5c95f043d2062049d37bc3057c80f5d33fdcaafa6d2,5942065,a01eed4d6a272170902cc5c95f043d2062049d37bc3057c80f5d33fdcaafa6d2
02_forensic_archive/LEGACY_audit_outputs/Decision_Rule_Summary.csv,UNCHANGED,591.0,4d3a856a9eb88f7a46e22d88c8fcd4ac24ce6d4281bde3e5204e88d5fe36d190,591,4d3a856a9eb88f7a46e22d88c8fcd4ac24ce6d4281bde3e5204e88d5fe36d190
02_forensic_archive/LEGACY_audit_outputs/Table1_Dataset_Coverage.csv,UNCHANGED,1260.0,d6d6b282b7e2869a4dffe0aee6b5d78bf14bccf6f81023b7fecefc249b79994e,1260,d6d6b282b7e2869a4dffe0aee6b5d78bf14bccf6f81023b7fecefc249b79994e
02_forensic_archive/LEGACY_audit_outputs/Table2_Target_Comparison.csv,UNCHANGED,755.0,cfd4394424c3f56684b4e03759c1f29cedfc3da69d8b795ac42d38084d21e71c,755,cfd4394424c3f56684b4e03759c1f29cedfc3da69d8b795ac42d38084d21e71c
02_forensic_archive/LEGACY_audit_outputs/Table3_CV_Results.csv,UNCHANGED,8738.0,66fba00d6d307f96437baa4d3183b09e3627512c9f74f2fbb5effa7e3993d58e,8738,66fba00d6d307f96437baa4d3183b09e3627512c9f74f2fbb5effa7e3993d58e
02_forensic_archive/LEGACY_audit_outputs/Table3b_CV_Robustness_Target.csv,UNCHANGED,9185.0,fffe25d8218fb75ba752060f35342be3428547fac9e270e4335172ebdef4996c,9185,fffe25d8218fb75ba752060f35342be3428547fac9e270e4335172ebdef4996c
02_forensic_archive/LEGACY_audit_outputs/Table4_Time_Split_Results.csv,UNCHANGED,2821.0,2266186e01f97c42afa5e676cf79d29ce3cc4e118e4b1b301667a2d54992202a,2821,2266186e01f97c42afa5e676cf79d29ce3cc4e118e4b1b301667a2d54992202a
02_forensic_archive/LEGACY_audit_outputs/Table5_Incremental_Value.csv,UNCHANGED,3356.0,0f92451dfc6828d9d9afecd8ae987f1fbc9f2ff407359ae333f7a0ccc3e83c44,3356,0f92451dfc6828d9d9afecd8ae987f1fbc9f2ff407359ae333f7a0ccc3e83c44
02_forensic_archive/LEGACY_audit_outputs/Table6_M4_Linear_Coef.csv,UNCHANGED,578.0,39c0777339f09225f125d16866f96344bd1a306b741e423c4ccc8d3cbf846c59,578,39c0777339f09225f125d16866f96344bd1a306b741e423c4ccc8d3cbf846c59
02_forensic_archive/LEGACY_audit_outputs/Table6_M4_RF_Perm_Importance.csv,UNCHANGED,662.0,7d1e5654dc3f15dc797c94526e9b3f1230a6e16e269987d70d4bf13552c94f71,662,7d1e5654dc3f15dc797c94526e9b3f1230a6e16e269987d70d4bf13552c94f71
02_forensic_archive/LEGACY_audit_outputs/Table6_M5_Linear_Coef.csv,UNCHANGED,854.0,261dc1913c85e0284860d5af649a9a08dd5cd62fe12c912247b31942bd5237e8,854,261dc1913c85e0284860d5af649a9a08dd5cd62fe12c912247b31942bd5237e8
02_forensic_archive/LEGACY_audit_outputs/Table6_M5_RF_Perm_Importance.csv,UNCHANGED,1028.0,1c2626576ac51a7592f978e1aeabcadf5ac18d510e7bb0e66d3c85ccb5077134,1028,1c2626576ac51a7592f978e1aeabcadf5ac18d510e7bb0e66d3c85ccb5077134
02_forensic_archive/LEGACY_audit_outputs/Table7_EITI_Track_CV.csv,UNCHANGED,1422.0,486176fbce7217e817521b6f6340cd77d1a5d3ea226fb0380d54577e3ed10dcd,1422,486176fbce7217e817521b6f6340cd77d1a5d3ea226fb0380d54577e3ed10dcd
02_forensic_archive/LEGACY_investment_nb.py,UNCHANGED,46736.0,e5e0ab29bb43eb2fcc968f40f0b24421c96551bfa369b25e28508255f59198e2,46736,e5e0ab29bb43eb2fcc968f40f0b24421c96551bfa369b25e28508255f59198e2
02_forensic_archive/LEGACY_signal_audit_nb.py,UNCHANGED,26920.0,adbccf0dccd8010bc25871f32fda7687f735d7e2527419ebd405b18f669c4a0d,26920,adbccf0dccd8010bc25871f32fda7687f735d7e2527419ebd405b18f669c4a0d
02_forensic_archive/README_FORENSIC_ONLY.md,UNCHANGED,626.0,348a06d80bf4b5b7a989ca1d844c59183db04cad749e3141c59d0d271c511f30,626,348a06d80bf4b5b7a989ca1d844c59183db04cad749e3141c59d0d271c511f30
03_config/analysis_config.json,MODIFIED,4542.0,efe7b58f6806abb6af23594f761d59ebc1ca206f8e3542038861aa919b9cf6ab,4542,d065d558fdc33cfca22dc6e4d4bbd992fbcb6398f4d6c07d250d9a140db112d7
04_pipeline/01_validate_raw_sources.py,UNCHANGED,3675.0,3d0f0c0832f381922314fb9657fe3b7ac824d0a1e1ff3c1a9510633b9a027ae6,3675,3d0f0c0832f381922314fb9657fe3b7ac824d0a1e1ff3c1a9510633b9a027ae6
04_pipeline/02_build_panel_v3.py,UNCHANGED,12946.0,4047cff6b5c583f30d98ce68ba63c78164253192662a81c709cf5240780655e6,12946,4047cff6b5c583f30d98ce68ba63c78164253192662a81c709cf5240780655e6
04_pipeline/03_assign_country_folds.py,UNCHANGED,866.0,4ec13be569d7b78e9ac2a45e8f6e54968312b82fd3f8b838db6a8c66752c6eb6,866,4ec13be569d7b78e9ac2a45e8f6e54968312b82fd3f8b838db6a8c66752c6eb6
04_pipeline/04_lock_samples.py,UNCHANGED,6696.0,5555bd1d7181700d4996700aba7864dafee2c3e12517b182e46059a9061d5387,6696,5555bd1d7181700d4996700aba7864dafee2c3e12517b182e46059a9061d5387
04_pipeline/05_run_corrected_audit.py,UNCHANGED,19764.0,5e974dba55bb2e7313327a0115f7ec24a4ad46e994243ea87ed803ad67e15554,19764,5e974dba55bb2e7313327a0115f7ec24a4ad46e994243ea87ed803ad67e15554
04_pipeline/06_bootstrap_uncertainty.py,UNCHANGED,34371.0,f452cdd741d51d41715d496c41ef584954cee9f1618e598cc77dc1769b59f4d8,34371,f452cdd741d51d41715d496c41ef584954cee9f1618e598cc77dc1769b59f4d8
04_pipeline/06_generate_decisions_and_coverage.py,UNCHANGED,22259.0,6b29b454bfce86086a33060626b6a9ef51ead168d6ddf113323422c672c21011,22259,6b29b454bfce86086a33060626b6a9ef51ead168d6ddf113323422c672c21011
04_pipeline/07_build_reproducibility_report.py,MODIFIED,8707.0,44861555bfcf02b148cb0f62c7d17ef5efab2ac6ceb2c30aa560b390b27ff91d,8851,b7ff5e6ff8b29208e05ba201f49b8d85a0057a2267c0f3db47cf5c65cc657f4b
04_pipeline/07_integrate_bootstrap_verdicts.py,UNCHANGED,4683.0,7205d993fa08197271ce73c328c2598a1ce772a441d2ddd922b786a7ff366861,4683,7205d993fa08197271ce73c328c2598a1ce772a441d2ddd922b786a7ff366861
04_pipeline/07_verify_deterministic_rerun.py,MODIFIED,4285.0,a9ff8a409e53f94a4ff7c653181876caea7c437903f4a5d90adb79db129f8200,4350,b40e360fe5f2c6fa78c37f94c1d533d9a244e3aa79930e5294fe2da11e110984
04_pipeline/08_persistence_baseline_forensics.py,UNCHANGED,8043.0,5e3230d3aab89c0b6874569530fa4e4d5338dd8cf5f6e8c6fb0b9b445f958875,8043,5e3230d3aab89c0b6874569530fa4e4d5338dd8cf5f6e8c6fb0b9b445f958875
04_pipeline/09_generate_manuscript_reporting.py,ADDED,,,14540,df49f4dbc278e554958e14df7d2b8df9872dd2ae175e4ac508f10268e05f3854
04_pipeline/common.py,UNCHANGED,3477.0,177d4125d20dd11771489a1772b452057b49b52f41c628429210c821e21b25b6,3477,177d4125d20dd11771489a1772b452057b49b52f41c628429210c821e21b25b6
05_processed_data/Data_Dictionary_V3.csv,UNCHANGED,4245.0,b890a34fcc5ee37660489ce4e12b521a498c55430c7a2229eb23eca013926431,4245,b890a34fcc5ee37660489ce4e12b521a498c55430c7a2229eb23eca013926431
05_processed_data/Flow_GDP_Ratio_Consistency_Summary.csv,UNCHANGED,284.0,860190095308981eeb4274ab99867a6eaf32bcf429d9065fb05441a94a1b9fe9,284,860190095308981eeb4274ab99867a6eaf32bcf429d9065fb05441a94a1b9fe9
05_processed_data/Flow_GDP_Ratio_Consistency_Top100.csv,UNCHANGED,6495.0,4a1480ed9ed667a60834d31739808bd0617beca667e4abef9810a5a73d7a8217,6495,4a1480ed9ed667a60834d31739808bd0617beca667e4abef9810a5a73d7a8217
05_processed_data/MS2_SIGNAL_ADMISSIBILITY_PANEL_V3.csv,UNCHANGED,3668575.0,d1ec828c6b3fd07b10351927c0cbfdc08752f1a47cf5c19ff21cc13547cd02ec,3668575,d1ec828c6b3fd07b10351927c0cbfdc08752f1a47cf5c19ff21cc13547cd02ec
05_processed_data/Missingness_and_Coverage.csv,UNCHANGED,1822.0,642ca6532e5443fbb994b01345a37f05955839bd97f54a63db5f757f54a68018,1822,642ca6532e5443fbb994b01345a37f05955839bd97f54a63db5f757f54a68018
05_processed_data/Source_Provenance_Log.csv,UNCHANGED,1732.0,6aaf8b802d454463ec1badbcfcc7e75ba552a03633c852648f336f0bcc7169f6,1732,6aaf8b802d454463ec1badbcfcc7e75ba552a03633c852648f336f0bcc7169f6
06_locked_design/Country_Fold_Assignments.csv,UNCHANGED,11884.0,ca8ff840e103b3cf1c9b6754d241d56f759d55b49fbd6f13e666c315238df1bb,11884,ca8ff840e103b3cf1c9b6754d241d56f759d55b49fbd6f13e666c315238df1bb
06_locked_design/Country_Fold_Counts.csv,UNCHANGED,48.0,dc90059e7a08b5b266bdb9f58445df887eb102ff2449c6dddbeb7d1e6dcd9003,48,dc90059e7a08b5b266bdb9f58445df887eb102ff2449c6dddbeb7d1e6dcd9003
06_locked_design/Country_Universe.csv,UNCHANGED,14281.0,c9dd654300002e1d7553bec20e1a0b4fbe02a0646b2a27d8a6d247c6aec7b242,14281,c9dd654300002e1d7553bec20e1a0b4fbe02a0646b2a27d8a6d247c6aec7b242
06_locked_design/Feature_Set_Manifest.csv,UNCHANGED,5111.0,f20488db7239dbc7be84d19064c8555f8fe44e1cb674ecfb2c947b3c24b483d8,5111,f20488db7239dbc7be84d19064c8555f8fe44e1cb674ecfb2c947b3c24b483d8
06_locked_design/Matched_Sample_Feasibility.csv,UNCHANGED,5737.0,31e7a5211d0a4d061fec2e51021bb403c8b8a620c0976dbda10dea19169b46a2,5737,31e7a5211d0a4d061fec2e51021bb403c8b8a620c0976dbda10dea19169b46a2
06_locked_design/Matched_Sample_Registry.csv,UNCHANGED,14904.0,342bf3b56fedc6b160d69cd9f45f7f6e2efc76d520133de0c8dce5245ca7b3d5,14904,342bf3b56fedc6b160d69cd9f45f7f6e2efc76d520133de0c8dce5245ca7b3d5
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__normalized__All_Eligible.csv,UNCHANGED,735850.0,954b74ba527bcc6308f80a57df0ffa1454da61b3d49876fe910eb39d79fb928b,735850,954b74ba527bcc6308f80a57df0ffa1454da61b3d49876fe910eb39d79fb928b
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge10pct.csv,UNCHANGED,127044.0,3e5877db7be37c9c8887f89304e25ecbed92ec58831bfd399886619a3f17862a,127044,3e5877db7be37c9c8887f89304e25ecbed92ec58831bfd399886619a3f17862a
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge15pct.csv,UNCHANGED,111630.0,38b9d0b61d86ade130bc698011d12f30bd422498f479e839c638f973756bf6ee,111630,38b9d0b61d86ade130bc698011d12f30bd422498f479e839c638f973756bf6ee
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge1pct.csv,UNCHANGED,273478.0,062eb1028986b3b247b5ca3ff4695fb9b10dfb38f45ffdc0f212197acd3a9493,273478,062eb1028986b3b247b5ca3ff4695fb9b10dfb38f45ffdc0f212197acd3a9493
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__normalized__Oil_Rent_Intensive_Pre2016_ge5pct.csv,UNCHANGED,175081.0,6783ca8c0b9f0deedeaa33582d4d92176cb4d17baec41391849afd8b247457cd,175081,6783ca8c0b9f0deedeaa33582d4d92176cb4d17baec41391849afd8b247457cd
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__primary__All_Eligible.csv,UNCHANGED,731450.0,1d7042c982c81b8babcbd897fed381075f310bf2a22f2387a57be5fccfd31322,731450,1d7042c982c81b8babcbd897fed381075f310bf2a22f2387a57be5fccfd31322
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge10pct.csv,UNCHANGED,126205.0,efe3aba2f6f491ffdb01be0a1e7227de2ffe1138da3d2c3296d4ea51230778e6,126205,efe3aba2f6f491ffdb01be0a1e7227de2ffe1138da3d2c3296d4ea51230778e6
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge15pct.csv,UNCHANGED,110872.0,ced0fb751b49c51199c98efb7dbb829d4985388119673f6dc8b9801f038314db,110872,ced0fb751b49c51199c98efb7dbb829d4985388119673f6dc8b9801f038314db
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge1pct.csv,UNCHANGED,271689.0,a61e4e4a48dfa4c8b434a3f3682d8e31dd692b795a8520ee70ba058e79c5b1dd,271689,a61e4e4a48dfa4c8b434a3f3682d8e31dd692b795a8520ee70ba058e79c5b1dd
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__primary__Oil_Rent_Intensive_Pre2016_ge5pct.csv,UNCHANGED,173959.0,538c73372928cb52e4892d36b39137a81d1eeec6fa3682404b5beb2145fa5483,173959,538c73372928cb52e4892d36b39137a81d1eeec6fa3682404b5beb2145fa5483
06_locked_design/Matched_Sample__M1_Macro_vs_M2_Macro_Oil__raw_ratio_stress__All_Eligible.csv,UNCHANGED,734650.0,2ed7a1bb4d89cbcb2b7d12703a3c117ea747f60355f3dc779468c71abf4d9f5e,734650,2ed7a1bb4d89cbcb2b7d12703a3c117ea747f60355f3dc779468c71abf4d9f5e
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__All_Eligible.csv,UNCHANGED,640102.0,3ad603df61ba78b7a5dc6351a8bbcd7584dc38f2afeae09dbd9eb2a4bf920f9c,640102,3ad603df61ba78b7a5dc6351a8bbcd7584dc38f2afeae09dbd9eb2a4bf920f9c
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge10pct.csv,UNCHANGED,115155.0,857035e173dab3d79e1d284ef7925e5676fb02b38e0b7132071436c4bbaf2a75,115155,857035e173dab3d79e1d284ef7925e5676fb02b38e0b7132071436c4bbaf2a75
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge15pct.csv,UNCHANGED,100743.0,5200a7e084f2fd5332230ec90911155fa564262416f7e969aa6a81db02b0bf77,100743,5200a7e084f2fd5332230ec90911155fa564262416f7e969aa6a81db02b0bf77
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge1pct.csv,UNCHANGED,242198.0,51409bb90495c0813f71fd3257bd165a44b3f4e99b23b266596c6d5e347df1dd,242198,51409bb90495c0813f71fd3257bd165a44b3f4e99b23b266596c6d5e347df1dd
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__normalized__Oil_Rent_Intensive_Pre2016_ge5pct.csv,UNCHANGED,156195.0,47d6e188c19a062bdfd15ad234a947425e6a6275f0a8c90b31d8b9804627c5e8,156195,47d6e188c19a062bdfd15ad234a947425e6a6275f0a8c90b31d8b9804627c5e8
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__All_Eligible.csv,UNCHANGED,636744.0,2ce55eb3ff3b94e768a993345f761c59285f7fb4ed35b574f8d8b25ecfa81509,636744,2ce55eb3ff3b94e768a993345f761c59285f7fb4ed35b574f8d8b25ecfa81509
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge10pct.csv,UNCHANGED,114489.0,67a59350229e00e92808a57c72fb439b6e039555a96de91ac8c5969955aee4c9,114489,67a59350229e00e92808a57c72fb439b6e039555a96de91ac8c5969955aee4c9
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge15pct.csv,UNCHANGED,100138.0,cb73af111016800fd5066df43f1beb7f9937a8942ec3ddfb1dad41abf335d2df,100138,cb73af111016800fd5066df43f1beb7f9937a8942ec3ddfb1dad41abf335d2df
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge1pct.csv,UNCHANGED,240833.0,71697c8952186ff17bbdab6640233753802bb8253098cebc79a9c5de00f64398,240833,71697c8952186ff17bbdab6640233753802bb8253098cebc79a9c5de00f64398
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__primary__Oil_Rent_Intensive_Pre2016_ge5pct.csv,UNCHANGED,155332.0,cd06537f0deaf90efb398a04b4b55efecd8e1c1aeb6f38d07b98a98dd2333ca5,155332,cd06537f0deaf90efb398a04b4b55efecd8e1c1aeb6f38d07b98a98dd2333ca5
06_locked_design/Matched_Sample__M2_Macro_Oil_vs_M3_Macro_Oil_RegQuality__raw_ratio_stress__All_Eligible.csv,UNCHANGED,639146.0,ef948cb18ad047865e1d0c53d3cbaecb55a5af9f4205d319a83fea99c0b2f8b8,639146,ef948cb18ad047865e1d0c53d3cbaecb55a5af9f4205d319a83fea99c0b2f8b8
06_locked_design/WGI_to_World_Bank_Country_Mapping_Audit.csv,UNCHANGED,4271.0,3020daf64505749e798560ec2598a457c3014762fb575059dc57d569f2065138,4271,3020daf64505749e798560ec2598a457c3014762fb575059dc57d569f2065138
07_outputs/Base_Model_Benchmark_Margin_Headline.csv,ADDED,,,630,848969c0156d7e56e344bde86ada03ad08a6e84fb09c3cf0524725d967e90558
07_outputs/Base_Model_vs_Best_Benchmark_Unit_Level.csv,ADDED,,,127376,250d75cdbc58c9b2bafbbab526221af302a233a53e4bdf28750236782ca9b266
07_outputs/Bootstrap_Country_Contributions.csv,UNCHANGED,30082308.0,8fdf1a8affe87a69c4dff773b8e02d9d4666d2d13dbbd77098298d4bcd82ae72,30082308,8fdf1a8affe87a69c4dff773b8e02d9d4666d2d13dbbd77098298d4bcd82ae72
07_outputs/Bootstrap_Draw_Diagnostics.csv,UNCHANGED,249978.0,a5f06749e8956f29c25c6d865e03aed7e8c60021fbdf24622bbba3b2f8ffb68b,249978,a5f06749e8956f29c25c6d865e03aed7e8c60021fbdf24622bbba3b2f8ffb68b
07_outputs/Bootstrap_Five_Way_Setup_Verdicts.csv,UNCHANGED,7771.0,eec1e81efe0d2a70f42a990f80f319043087a26e7effcbf6a5a747a0d9f18326,7771,eec1e81efe0d2a70f42a990f80f319043087a26e7effcbf6a5a747a0d9f18326
07_outputs/Bootstrap_Point_Estimate_Alignment.csv,UNCHANGED,241100.0,3b79d0eaf83a522b63c84ed4cc79ec2d7a9d0c8b02d3bb127411b77a9f7ae6bf,241100,3b79d0eaf83a522b63c84ed4cc79ec2d7a9d0c8b02d3bb127411b77a9f7ae6bf
07_outputs/Bootstrap_Protocol_Parameters.csv,UNCHANGED,627.0,edf40a2b0e5a5036b6b633a30c5cfbc3be735952244bc3839c95ac3be42801cc,627,edf40a2b0e5a5036b6b633a30c5cfbc3be735952244bc3839c95ac3be42801cc
07_outputs/Bootstrap_Threshold_Probability_Curve.csv,UNCHANGED,18463486.0,7c7fc540146c9d0aa1ce259be8f3895eb8399255673ad9a70f6e49e6331bb168,18463486,7c7fc540146c9d0aa1ce259be8f3895eb8399255673ad9a70f6e49e6331bb168
07_outputs/Bootstrap_Unit_Summary.csv,UNCHANGED,526848.0,abd0df72919bc4283bc9e17569912b5823c6c53115c58e933b9dd3c5929a1ba6,526848,abd0df72919bc4283bc9e17569912b5823c6c53115c58e933b9dd3c5929a1ba6
